collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2020440420414,2020,440420414,1,1,1,1,47,8,3,0,0,0,0,0,9,3,E01023120,-1,0,0.05763,0.94237,-1
2020522002866,2020,522002866,1,2,2,2,47,8,2,0,0,1,0,0,9,1,E01014800,-1,0,1,0,-1
2020460976390,2020,460976390,2,3,3,2,63,9,2,10,9,0,0,2,0,5,E01030812,6,1,1,0,-1
2020501015487,2020,501015487,3,1,1,2,26,6,3,0,0,0,0,0,4,2,E01015156,3,1,0,1,-1
2020320334884,2020,320334884,1,3,2,2,91,11,3,0,0,1,0,0,9,4,E01026416,-1,0,0.11202,0.88798,-1
2020350961980,2020,350961980,2,1,1,2,24,5,3,0,0,0,0,0,9,6,E01018281,3,1,0,1,-1
2020400963000,2020,400963000,2,1,2,1,-1,-1,3,0,0,1,0,0,9,2,E01015781,3,1,0,1,-1
2020450968583,2020,450968583,1,1,1,1,59,9,3,0,0,0,0,0,19,8,E01030659,3,1,0,1,-1
2020340D05802,2020,340D05802,3,3,1,1,38,7,2,0,0,0,0,0,9,-1,-1,-1,0,1,0,-1
2020622000463,2020,622000463,1,1,1,1,47,8,3,0,0,0,0,0,9,1,W01001738,-1,0,0.04422,0.95578,-1
2020201007884,2020,201007884,1,2,3,2,25,5,2,6,9,0,0,2,0,3,E01008952,7,1,1,0,-1
2020040966319,2020,040966319,1,1,3,2,5,1,2,5,1,0,0,0,0,1,E01025112,7,1,1,0,-1
2020622001006,2020,622001006,1,1,3,2,28,6,3,8,3,0,0,0,0,3,W01001171,-1,0,0.09929,0.90071,-1
2020010267525,2020,010267525,2,1,1,1,34,6,3,0,0,0,0,0,1,5,E01021329,-1,0,0,1,-1
2020140960046,2020,140960046,2,1,1,1,79,11,2,0,0,0,0,0,1,8,E01007420,7,1,1,0,-1
2020430172660,2020,430172660,1,1,1,1,17,4,3,0,0,0,0,0,3,10,E01032956,-1,0,0.12579,0.87421,-1
2020530916262,2020,530916262,1,1,1,1,45,7,2,0,0,0,0,0,5,7,E01014808,7,1,1,0,-1
2020470984054,2020,470984054,1,1,3,1,80,11,3,5,3,0,0,0,0,9,E01031463,3,1,0,1,-1
2020480934992,2020,480934992,1,2,3,2,32,6,3,5,1,0,0,0,0,5,E01001910,3,1,0,1,-1
2020010265350,2020,010265350,2,1,1,1,34,6,2,0,0,0,0,0,1,2,E01003966,-1,0,1,0,-1
2020010276903,2020,010276903,1,1,3,1,-1,-1,2,5,3,0,0,0,0,1,E01001765,-1,0,1,0,-1
2020420966129,2020,420966129,2,1,1,1,22,5,2,0,0,0,0,0,3,1,E01015880,5,1,1,0,-1
2020450984249,2020,450984249,1,1,1,2,32,6,3,0,0,0,0,0,16,10,E01024483,3,1,0,1,-1
2020230924341,2020,230924341,1,1,3,2,52,8,3,5,1,0,0,0,0,8,E01031069,3,1,0,1,-1
2020200971161,2020,200971161,1,1,3,2,72,10,2,9,7,0,0,0,0,7,E01010355,7,1,1,0,-1
2020320602196,2020,320602196,1,1,1,1,39,7,2,0,0,0,0,0,9,1,E01026109,-1,0,1,0,-1
2020430306555,2020,430306555,1,1,1,1,37,7,2,0,0,0,0,0,9,8,E01017683,-1,0,1,0,-1
2020501016835,2020,501016835,1,1,1,1,29,6,3,0,0,0,0,0,19,3,E01020104,3,1,0,1,-1
2020140950467,2020,140950467,1,1,1,1,30,6,3,0,0,0,0,0,9,4,E01007436,3,1,0,1,-1
2020200962614,2020,200962614,1,1,2,2,70,10,3,0,0,1,0,0,9,10,E01009808,3,1,0,1,-1
2020201005023,2020,201005023,1,1,1,2,37,7,3,0,0,0,0,0,9,1,E01010415,3,1,0,1,-1
2020450951004,2020,450951004,1,1,2,1,34,6,3,0,0,0,0,0,21,5,E01030310,3,1,0,1,-1
2020302001349,2020,302001349,2,1,1,1,32,6,3,0,0,0,0,0,9,1,E01014212,-1,0,0.00605,0.99395,-1
2020332000699,2020,332000699,3,3,2,2,27,6,3,0,0,2,0,0,9,5,E01025879,-1,0,0.0059,0.9941,-1
2020052002392,2020,052002392,2,2,1,1,22,5,3,0,0,0,0,0,9,3,E01007234,-1,0,0.0478,0.9522,-1
2020100950853,2020,100950853,1,1,1,1,31,6,3,0,0,0,0,0,9,4,E01008286,3,1,0,1,-1
2020360969699,2020,360969699,1,1,2,1,26,6,2,0,0,2,0,0,9,8,E01026530,7,1,1,0,-1
2020420952332,2020,420952332,1,1,1,2,34,6,3,0,0,0,0,0,9,10,E01021645,3,1,0,1,-1
2020450932743,2020,450932743,1,1,2,1,53,8,3,0,0,2,0,0,9,4,E01023783,3,1,0,1,-1
2020990924188,2020,990924188,1,1,1,1,46,8,3,0,0,0,0,0,9,6,-1,3,1,0,1,-1
2020990953654,2020,990953654,1,2,2,1,20,4,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2020110974342,2020,110974342,2,1,1,1,50,8,3,0,0,0,0,0,9,5,E01020657,3,1,0,1,-1
2020200930143,2020,200930143,2,5,2,1,-1,-1,3,0,0,2,0,0,9,1,E01009373,3,1,0,1,-1
2020400973378,2020,400973378,1,1,1,2,24,5,3,0,0,0,0,0,9,9,E01027037,3,1,0,1,-1
2020522002781,2020,522002781,2,1,1,1,23,5,3,0,0,0,0,0,9,7,E01014535,-1,0,0.01572,0.98428,-1
2020990932716,2020,990932716,2,1,2,2,33,6,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2020420961557,2020,420961557,2,1,1,2,55,8,3,0,0,0,0,0,9,1,E01015841,3,1,0,1,-1
202006E372275,2020,06E372275,2,3,2,2,30,6,3,0,0,2,0,0,9,1,E01005077,-1,0,0.08587,0.91413,-1
2020161005072,2020,161005072,1,1,1,2,-1,-1,3,0,0,0,0,0,9,5,E01013213,3,1,0,1,-1
2020410955744,2020,410955744,2,1,2,2,22,5,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2020430438323,2020,430438323,1,1,1,1,49,8,3,0,0,0,0,0,9,9,E01022212,-1,0,0.11092,0.88908,-1
2020520002073,2020,520002073,1,1,1,1,68,10,3,0,0,0,0,0,9,5,E01029286,-1,0,0.05146,0.94854,-1
2020220987677,2020,220987677,1,1,1,1,26,6,2,0,0,0,0,0,9,7,W01000470,5,1,1,0,-1
2020990917945,2020,990917945,2,1,1,2,29,6,3,0,0,0,0,0,9,1,-1,3,1,0,1,-1
2020450948550,2020,450948550,1,4,2,1,64,9,3,0,0,0,0,0,19,4,E01024258,3,1,0,1,-1
20201378S1937,2020,1378S1937,1,2,2,2,56,9,3,0,0,1,0,0,9,1,E01010822,-1,0,0.07261,0.92739,-1
202006F167943,2020,06F167943,1,1,1,2,55,8,3,0,0,0,0,0,9,1,E01005731,-1,0,0.01484,0.98516,-1
2020010260822,2020,010260822,1,1,1,1,44,7,3,0,0,0,0,0,3,6,E01003393,-1,0,0,1,-1
2020030966435,2020,030966435,1,1,3,2,78,11,3,6,9,0,0,0,0,6,E01019096,3,1,0,1,-1
2020010272183,2020,010272183,2,1,1,1,32,6,3,0,0,0,0,0,5,-1,-1,-1,0,0,1,-1
2020350945089,2020,350945089,1,1,3,1,-1,-1,3,6,9,0,0,0,0,-1,-1,3,1,0,1,-1
2020010283022,2020,010283022,1,1,2,1,23,5,3,0,0,1,0,0,9,2,E01000289,-1,0,0,1,-1
2020546102720,2020,546102720,1,1,1,2,27,6,3,0,0,0,0,0,9,8,E01015549,-1,0,0.0347,0.9653,-1
2020990991652,2020,990991652,2,1,1,1,54,8,2,0,0,0,0,0,9,2,-1,7,1,1,0,-1
2020542937720,2020,542937720,2,1,1,2,14,3,3,0,0,0,0,0,1,7,E01031850,-1,0,0.05509,0.94491,-1
202031C110520,2020,31C110520,2,1,1,1,31,6,2,0,0,0,0,0,5,6,E01028146,-1,0,1,0,-1
2020360995326,2020,360995326,1,1,2,1,32,6,2,0,0,2,0,0,9,2,E01026822,7,1,1,0,-1
2020450988672,2020,450988672,1,1,1,2,37,7,3,0,0,0,0,0,9,9,E01030932,3,1,0,1,-1
2020220955547,2020,220955547,2,2,1,1,25,5,3,0,0,0,0,0,19,1,E01010456,3,1,0,1,-1
2020010285838,2020,010285838,1,2,2,2,21,5,3,0,0,2,0,0,9,9,E01000201,-1,0,0,1,-1
2020137250402,2020,137250402,2,1,1,2,32,6,3,0,0,0,0,0,9,1,E01011622,-1,0,0.01167,0.98833,-1
2020137C40924,2020,137C40924,2,1,1,1,50,8,3,0,0,0,0,0,19,5,E01011731,-1,0,0.03521,0.96479,-1
2020470965108,2020,470965108,2,1,1,1,14,3,3,0,0,0,0,0,1,3,E01031372,3,1,0,1,-1
202031B180420,2020,31B180420,1,2,2,2,21,5,3,0,0,2,0,0,9,-1,-1,-1,0,0.04633,0.95367,-1
2020420974312,2020,420974312,2,1,2,2,9,2,3,0,0,2,0,0,9,6,E01021348,3,1,0,1,-1
2020470970763,2020,470970763,1,1,1,1,83,11,3,0,0,0,0,0,9,9,E01021167,3,1,0,1,-1
202060Y132026,2020,60Y132026,2,1,1,1,53,8,3,0,0,0,0,0,9,-1,-1,-1,0,0.03036,0.96964,-1
2020010250288,2020,010250288,1,3,2,-1,50,8,3,0,0,2,0,0,9,-1,-1,-1,0,0,1,-1
2020010257678,2020,010257678,2,1,1,2,57,9,3,0,0,0,0,0,9,9,E01002976,-1,0,0,1,-1
2020010275708,2020,010275708,1,1,1,1,22,5,3,0,0,0,0,0,9,2,E01001439,-1,0,0,1,-1
2020370939586,2020,370939586,2,1,2,1,-1,-1,3,0,0,1,0,0,9,4,E01030110,3,1,0,1,-1
2020500930996,2020,500930996,1,1,2,2,36,7,3,0,0,1,0,0,9,6,E01015136,3,1,0,1,-1
2020010247859,2020,010247859,2,1,1,1,32,6,3,0,0,0,0,0,1,3,E01003926,-1,0,0,1,-1
2020370945601,2020,370945601,1,1,1,1,24,5,3,0,0,0,0,0,1,4,E01029970,3,1,0,1,-1
2020010273890,2020,010273890,1,1,1,1,22,5,3,0,0,0,0,0,3,4,E01003412,-1,0,0,1,-1
2020140918297,2020,140918297,1,1,1,1,41,7,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020350974213,2020,350974213,1,1,2,2,43,7,2,0,0,-1,0,0,9,-1,-1,7,1,1,0,-1
2020440344118,2020,440344118,2,3,2,2,30,6,3,0,0,1,0,0,9,10,E01031502,-1,0,0.05758,0.94242,-1
2020461010669,2020,461010669,1,1,1,1,48,8,3,0,0,0,0,0,9,5,E01024198,3,1,0,1,-1
2020170H10270,2020,170H10270,2,4,2,1,16,4,3,0,0,0,4,0,11,9,E01011971,-1,0,0.02279,0.97721,-1
2020420990049,2020,420990049,1,1,1,2,31,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020990920432,2020,990920432,2,1,1,2,27,6,3,0,0,0,0,0,9,9,-1,3,1,0,1,-1
2020990958710,2020,990958710,1,2,2,2,17,4,3,0,0,1,0,0,9,3,-1,3,1,0,1,-1
2020200952614,2020,200952614,1,1,2,1,-1,-1,2,0,0,0,0,0,19,-1,-1,7,1,1,0,-1
2020010232836,2020,010232836,1,1,3,2,28,6,3,5,1,0,0,0,0,7,E01002687,-1,0,0,1,-1
2020440352163,2020,440352163,1,1,1,1,29,6,3,0,0,0,0,0,1,2,E01017140,-1,0,0.17872,0.82128,-1
202060Y026453,2020,60Y026453,1,1,1,1,37,7,3,0,0,0,0,0,21,-1,-1,-1,0,0.11955,0.88045,-1
2020520004960,2020,520004960,1,1,3,2,66,10,3,6,9,0,0,0,0,2,E01029042,-1,0,0.05583,0.94417,-1
2020200959604,2020,200959604,1,1,1,2,27,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020451000925,2020,451000925,1,1,1,1,26,6,3,0,0,0,0,0,9,5,E01030310,3,1,0,1,-1
2020010233588,2020,010233588,1,2,2,2,-1,-1,3,0,0,2,0,0,9,3,E01003769,-1,0,0,1,-1
2020110917179,2020,110917179,2,3,2,1,40,7,2,0,0,1,0,0,9,8,E01020837,7,1,1,0,-1
2020160953846,2020,160953846,2,1,1,1,38,7,3,0,0,0,0,0,9,1,E01012944,3,1,0,1,-1
2020230996622,2020,230996622,1,1,1,1,14,3,3,0,0,0,0,0,-1,10,E01031175,3,1,0,1,-1
2020350970183,2020,350970183,1,1,1,1,49,8,3,0,0,0,0,0,9,5,E01018080,3,1,0,1,-1
2020370940847,2020,370940847,2,1,1,2,74,10,3,0,0,0,0,0,9,10,E01030192,3,1,0,1,-1
2020470983379,2020,470983379,2,2,2,1,26,6,3,0,0,1,0,0,9,4,E01031547,3,1,0,1,-1
2020990985131,2020,990985131,1,1,1,2,47,8,3,0,0,0,0,0,9,8,-1,3,1,0,1,-1
2020122000894,2020,122000894,1,1,1,2,21,5,3,0,0,0,0,0,9,8,E01027666,-1,0,0.06748,0.93252,-1
2020231007540,2020,231007540,1,1,1,2,31,6,3,0,0,0,0,0,9,5,E01031274,3,1,0,1,-1
2020430266618,2020,430266618,1,1,1,1,48,8,3,0,0,0,0,0,9,4,E01033420,-1,0,0.07721,0.92279,-1
2020010244422,2020,010244422,1,1,1,1,35,6,2,0,0,0,0,0,9,9,E01003808,-1,0,1,0,-1
2020010261274,2020,010261274,2,2,1,1,62,9,3,0,0,0,0,0,9,2,E01016064,-1,0,0,1,-1
202006J277995,2020,06J277995,3,1,1,1,63,9,3,0,0,0,0,0,9,2,E01006011,-1,0,0.09803,0.90197,-1
2020070565547,2020,070565547,3,2,1,2,45,7,3,0,0,0,0,0,9,9,E01012518,-1,0,0.01679,0.98321,-1
2020400943550,2020,400943550,2,2,1,2,33,6,3,0,0,0,0,0,9,2,E01000956,3,1,0,1,-1
2020622000951,2020,622000951,1,1,1,2,74,10,3,0,0,0,0,0,9,6,W01001147,-1,0,0.02261,0.97739,-1
2020010249559,2020,010249559,1,1,1,1,24,5,3,0,0,0,0,0,3,4,E01001087,-1,0,0,1,-1
2020332001005,2020,332001005,1,1,1,1,39,7,3,0,0,0,0,0,9,4,E01013747,-1,0,0.01297,0.98703,-1
2020470954197,2020,470954197,1,2,2,2,18,4,3,0,0,1,0,0,9,4,E01021045,3,1,0,1,-1
2020547694920,2020,547694920,1,1,1,1,33,6,2,0,0,0,0,0,9,10,E01031874,-1,0,1,0,-1
2020060998057,2020,060998057,2,1,1,2,22,5,3,0,0,0,0,0,9,3,E01025138,3,1,0,1,-1
2020220962910,2020,220962910,1,1,1,1,52,8,3,0,0,0,0,0,9,5,E01032354,3,1,0,1,-1
2020221010889,2020,221010889,1,1,1,2,37,7,3,0,0,0,0,0,9,10,E01033062,3,1,0,1,-1
2020360971148,2020,360971148,2,1,1,1,65,9,3,0,0,0,0,0,1,4,E01026741,3,1,0,1,-1
2020470934030,2020,470934030,1,1,1,1,29,6,3,0,0,0,0,0,9,6,E01021021,3,1,0,1,-1
2020302000626,2020,302000626,1,1,1,-1,24,5,3,0,0,0,0,0,1,2,E01019542,-1,0,0.05021,0.94979,-1
2020500940092,2020,500940092,2,1,1,2,-1,-1,3,0,0,0,0,0,1,7,E01019969,3,1,0,1,-1
2020220996484,2020,220996484,1,1,3,1,55,8,3,6,9,0,0,0,0,8,E01032197,3,1,0,1,-1
2020450923327,2020,450923327,2,2,2,2,37,7,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2020460939228,2020,460939228,2,1,1,1,40,7,2,0,0,0,0,0,1,4,E01024293,7,1,1,0,-1
2020460981522,2020,460981522,2,1,1,2,24,5,2,0,0,0,0,0,1,6,E01024546,7,1,1,0,-1
2020302000327,2020,302000327,2,1,1,1,54,8,3,0,0,0,0,0,1,2,E01019497,-1,0,0.03557,0.96443,-1
2020320453167,2020,320453167,1,1,1,2,31,6,3,0,0,0,0,0,9,3,E01026059,-1,0,0.00814,0.99186,-1
2020450996467,2020,450996467,1,1,1,1,42,7,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020990996404,2020,990996404,1,1,2,2,29,6,3,0,0,0,4,0,11,2,-1,3,1,0,1,-1
2020010259036,2020,010259036,2,1,1,1,26,6,3,0,0,0,0,0,2,4,E01002603,-1,0,0,1,-1
2020052002503,2020,052002503,2,1,1,1,30,6,3,0,0,0,0,0,1,3,E01033761,-1,0,0.1387,0.8613,-1
2020040999697,2020,040999697,2,1,1,1,58,9,3,0,0,0,0,0,9,1,E01005090,3,1,0,1,-1
2020010251958,2020,010251958,2,1,1,1,20,4,3,0,0,0,0,0,1,5,E01002682,-1,0,0,1,-1
2020010253469,2020,010253469,2,1,1,1,41,7,3,0,0,0,0,0,3,7,E01003407,-1,0,0,1,-1
2020200932053,2020,200932053,2,1,2,2,9,2,2,0,0,1,0,0,9,-1,-1,7,1,1,0,-1
2020420949194,2020,420949194,2,2,1,1,27,6,3,0,0,0,0,0,20,-1,-1,3,1,0,1,-1
2020350954272,2020,350954272,1,2,2,2,27,6,3,0,0,-1,0,0,8,1,E01015664,3,1,0,1,-1
2020200988416,2020,200988416,2,1,1,1,23,5,3,0,0,0,0,0,9,7,E01010034,3,1,0,1,-1
2020350921411,2020,350921411,1,1,1,1,68,10,2,0,0,0,0,0,9,10,E01017959,6,1,1,0,-1
2020460991002,2020,460991002,1,1,1,1,28,6,3,0,0,0,0,0,9,5,E01033577,3,1,0,1,-1
2020460997400,2020,460997400,2,1,1,2,34,6,2,0,0,0,0,0,9,3,E01024641,5,1,1,0,-1
2020010239909,2020,010239909,1,1,2,2,44,7,3,0,0,0,4,0,11,2,E01003325,-1,0,0,1,-1
2020010258098,2020,010258098,2,2,1,2,43,7,3,0,0,0,0,0,9,2,E01001824,-1,0,0,1,-1
202006F276295,2020,06F276295,2,1,1,1,40,7,3,0,0,0,0,0,9,-1,-1,-1,0,0.07227,0.92773,-1
2020010242414,2020,010242414,2,1,1,1,30,6,3,0,0,0,0,0,9,4,E01000612,-1,0,0,1,-1
2020010236087,2020,010236087,2,1,2,2,62,9,3,0,0,0,4,0,11,4,E01003767,-1,0,0,1,-1
2020010278645,2020,010278645,1,1,3,2,37,7,3,6,9,0,0,0,0,4,E01004439,-1,0,0,1,-1
2020010278535,2020,010278535,2,1,1,1,39,7,3,0,0,0,0,0,1,-1,-1,-1,0,0,1,-1
2020520004235,2020,520004235,1,1,1,2,26,6,3,0,0,0,0,0,9,3,E01029175,-1,0,0.00304,0.99696,-1
2020552000880,2020,552000880,1,1,3,1,53,8,3,9,5,0,0,0,0,7,E01020542,-1,0,0.11769,0.88231,-1
2020400916686,2020,400916686,2,1,1,2,40,7,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020522003703,2020,522003703,2,2,1,1,40,7,3,0,0,0,0,0,21,7,E01016370,-1,0,0.05289,0.94711,-1
2020010269147,2020,010269147,1,2,3,1,4,1,3,4,3,0,0,0,0,6,E01003711,-1,0,0,1,-1
2020990998964,2020,990998964,1,1,3,2,14,3,2,1,3,0,0,0,0,4,-1,6,1,1,0,-1
20201377B1045,2020,1377B1045,1,1,3,1,12,3,3,5,3,0,0,0,0,3,E01010950,-1,0,0.12017,0.87983,-1
2020140929321,2020,140929321,1,1,3,2,12,3,3,8,3,0,0,0,0,7,E01007551,3,1,0,1,-1
2020052001541,2020,052001541,2,1,1,1,60,9,2,0,0,0,0,0,1,9,E01007150,-1,0,1,0,-1
2020010276624,2020,010276624,1,1,1,2,24,5,3,0,0,0,0,0,9,6,E01003378,-1,0,0,1,-1
2020110958271,2020,110958271,1,1,1,1,17,4,3,0,0,0,0,0,9,4,E01020625,3,1,0,1,-1
2020122000636,2020,122000636,1,1,2,2,27,6,3,0,0,2,0,0,9,5,-1,-1,0,0.01279,0.98721,-1
2020430046975,2020,430046975,2,1,1,1,49,8,3,0,0,0,0,0,4,4,E01016357,-1,0,0.13209,0.86791,-1
2020520003779,2020,520003779,1,1,1,1,25,5,3,0,0,0,0,0,9,5,E01028286,-1,0,0.02,0.98,-1
2020470922265,2020,470922265,1,1,2,1,-1,-1,2,0,0,0,3,0,11,-1,-1,7,1,1,0,-1
2020010250148,2020,010250148,2,1,1,1,41,7,3,0,0,0,0,0,1,8,E01000966,-1,0,0,1,-1
2020160945385,2020,160945385,2,1,1,2,44,7,3,0,0,0,0,0,1,3,E01013004,3,1,0,1,-1
2020320489418,2020,320489418,1,1,1,1,18,4,2,0,0,0,0,0,3,9,E01015684,-1,0,1,0,-1
2020160958846,2020,160958846,1,1,1,2,30,6,3,0,0,0,0,0,9,3,E01012913,3,1,0,1,-1
2020200983706,2020,200983706,1,1,1,1,58,9,3,0,0,0,0,0,9,2,E01009340,3,1,0,1,-1
2020520004664,2020,520004664,1,1,1,1,31,6,3,0,0,0,0,0,9,1,E01015256,-1,0,0.0626,0.9374,-1
2020522000055,2020,522000055,1,1,1,1,58,9,3,0,0,0,0,0,9,4,E01014445,-1,0,0.00619,0.99381,-1
2020622000583,2020,622000583,2,2,1,2,35,6,3,0,0,0,0,0,9,5,W01000765,-1,0,0.00832,0.99168,-1
2020200979924,2020,200979924,1,1,1,1,26,6,3,0,0,0,0,0,9,1,E01009329,3,1,0,1,-1
2020320524915,2020,320524915,1,2,1,1,78,11,3,0,0,0,0,0,9,6,E01026205,-1,0,0.0663,0.9337,-1
2020137A61796,2020,137A61796,2,1,1,1,48,8,3,0,0,0,0,0,1,9,E01011513,-1,0,0.09538,0.90462,-1
2020430282233,2020,430282233,1,1,1,2,49,8,3,0,0,0,0,0,1,8,E01016265,-1,0,0.07484,0.92516,-1
2020430347122,2020,430347122,2,1,1,1,45,7,3,0,0,0,0,0,1,-1,-1,-1,0,0.10994,0.89006,-1
2020010279728,2020,010279728,1,1,1,2,28,6,3,0,0,0,0,0,9,3,E01004325,-1,0,0,1,-1
2020052001764,2020,052001764,2,1,1,1,63,9,2,0,0,0,0,0,9,6,E01006972,-1,0,1,0,-1
2020622000135,2020,622000135,2,2,1,1,56,9,3,0,0,0,0,0,9,2,W01000940,-1,0,0.01901,0.98099,-1
202063C074320,2020,63C074320,1,1,1,1,53,8,2,0,0,0,0,0,9,1,W01000570,-1,0,1,0,-1
2020430254038,2020,430254038,2,1,1,1,48,8,3,0,0,0,0,0,1,10,E01016607,-1,0,0.09102,0.90898,-1
2020470920839,2020,470920839,2,1,1,1,30,6,3,0,0,0,0,0,2,4,E01016974,3,1,0,1,-1
2020040941944,2020,040941944,1,1,3,2,54,8,2,5,1,0,0,0,0,7,E01025462,7,1,1,0,-1
2020010245440,2020,010245440,1,1,1,1,32,6,3,0,0,0,0,0,9,2,E01004089,-1,0,0,1,-1
2020410952648,2020,410952648,1,1,1,1,80,11,3,0,0,0,0,0,9,7,E01023344,3,1,0,1,-1
2020470924425,2020,470924425,1,1,1,1,24,5,3,0,0,0,0,0,9,9,E01021191,3,1,0,1,-1
2020137430137,2020,137430137,1,1,1,1,20,4,2,0,0,0,0,0,9,2,E01010804,-1,0,1,0,-1
2020200940626,2020,200940626,2,2,2,2,35,6,3,0,0,1,0,0,9,10,E01009803,3,1,0,1,-1
2020210958385,2020,210958385,2,1,1,2,39,7,3,0,0,0,0,0,9,8,E01029762,3,1,0,1,-1
2020340D04322,2020,340D04322,1,3,2,1,25,5,3,0,0,1,0,0,9,-1,-1,-1,0,0.15011,0.84989,-1
2020460936357,2020,460936357,2,1,2,2,-1,-1,3,0,0,1,0,0,9,4,E01024195,3,1,0,1,-1
2020549363420,2020,549363420,1,1,1,1,31,6,3,0,0,0,0,0,19,10,E01032949,-1,0,0.017,0.983,-1
2020010239296,2020,010239296,1,2,2,1,19,4,3,0,0,1,0,0,9,-1,-1,-1,0,0,1,-1
2020200949727,2020,200949727,3,3,1,1,26,6,3,0,0,0,0,0,9,10,E01010194,3,1,0,1,-1
2020320588537,2020,320588537,1,1,1,1,29,6,3,0,0,0,0,0,9,4,E01013146,-1,0,0.09302,0.90698,-1
2020332000593,2020,332000593,1,1,1,2,57,9,3,0,0,0,0,0,9,5,E01019852,-1,0,0.01659,0.98341,-1
202063A032420,2020,63A032420,1,1,1,1,36,7,3,0,0,0,0,0,21,6,W01000689,-1,0,0.13703,0.86297,-1
2020010250902,2020,010250902,2,1,1,1,22,5,3,0,0,0,0,0,3,3,E01002508,-1,0,0,1,-1
2020460951873,2020,460951873,2,1,2,1,23,5,3,0,0,1,0,0,9,7,E01021081,3,1,0,1,-1
2020460988097,2020,460988097,1,1,1,1,57,9,3,0,0,0,0,0,9,3,E01016098,3,1,0,1,-1
2020544862020,2020,544862020,2,1,1,2,45,7,3,0,0,0,0,0,9,-1,-1,-1,0,0.0331,0.9669,-1
2020430114089,2020,430114089,2,1,1,1,60,9,3,0,0,0,0,0,1,8,E01016805,-1,0,0.16981,0.83019,-1
2020610044720,2020,610044720,2,1,1,1,37,7,2,0,0,0,0,0,1,1,W01001617,-1,0,1,0,-1
2020010259370,2020,010259370,1,1,1,1,33,6,3,0,0,0,0,0,3,6,E01001289,-1,0,0,1,-1
2020010236186,2020,010236186,2,1,1,2,30,6,3,0,0,0,0,0,1,2,E01000544,-1,0,0,1,-1
2020500961258,2020,500961258,2,1,1,1,23,5,2,0,0,0,0,0,3,1,E01019020,7,1,1,0,-1
2020010270009,2020,010270009,1,4,2,-1,-1,-1,3,0,0,2,0,0,9,3,E01002806,-1,0,0,1,-1
2020040941902,2020,040941902,2,2,1,2,69,10,3,0,0,0,0,0,9,4,E01012634,3,1,0,1,-1
2020430265313,2020,430265313,1,1,1,2,40,7,3,0,0,0,0,0,9,7,E01017910,-1,0,0.00875,0.99125,-1
2020070486282,2020,070486282,1,1,1,2,41,7,3,0,0,0,0,0,9,8,E01018661,-1,0,0.01612,0.98388,-1
2020230981830,2020,230981830,1,1,1,1,21,5,2,0,0,0,0,0,9,10,E01031122,7,1,1,0,-1
2020410975557,2020,410975557,2,3,1,1,45,7,3,0,0,0,0,0,9,6,E01023390,3,1,0,1,-1
2020460962550,2020,460962550,2,1,1,2,37,7,3,0,0,0,0,0,9,6,E01024084,3,1,0,1,-1
2020610016220,2020,610016220,1,2,2,2,22,5,3,0,0,1,0,0,9,3,W01001145,-1,0,0.10535,0.89465,-1
2020610035020,2020,610035020,1,1,1,1,57,9,3,0,0,0,0,0,9,1,W01001661,-1,0,0.07648,0.92352,-1
2020450982039,2020,450982039,1,1,1,2,16,4,2,0,0,0,0,0,90,4,E01030619,7,1,1,0,-1
2020440109867,2020,440109867,1,1,1,1,29,6,2,0,0,0,0,0,2,-1,-1,-1,0,1,0,-1
2020230999933,2020,230999933,2,1,1,1,31,6,3,0,0,0,0,0,19,6,E01031322,3,1,0,1,-1
2020340D00502,2020,340D00502,1,1,1,1,21,5,2,0,0,0,0,0,19,-1,-1,-1,0,1,0,-1
2020140988918,2020,140988918,1,1,1,1,21,5,2,0,0,0,0,0,97,1,E01007547,7,1,1,0,-1
2020010256646,2020,010256646,1,1,3,1,24,5,3,4,2,0,0,0,0,5,E01001973,-1,0,0,1,-1
2020990973264,2020,990973264,1,1,3,2,44,7,2,6,9,0,0,0,0,5,-1,7,1,1,0,-1
2020220973356,2020,220973356,2,2,1,1,41,7,3,0,0,0,0,0,1,6,E01032386,3,1,0,1,-1
2020470970736,2020,470970736,2,1,1,1,55,8,3,0,0,0,0,0,1,6,E01031661,3,1,0,1,-1
202063C007720,2020,63C007720,1,1,1,2,26,6,3,0,0,0,0,0,9,8,W01000577,-1,0,0.10027,0.89973,-1
