collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2020230952665,2020,230952665,2,1,1,1,61,9,2,0,0,0,0,0,19,9,E01031148,7,1,1,0,-1
2020010235880,2020,010235880,1,1,1,2,54,8,3,0,0,0,0,0,1,2,E01001744,-1,0,0,1,-1
2020410964135,2020,410964135,2,1,1,1,-1,-1,3,0,0,0,0,0,1,10,E01023609,3,1,0,1,-1
2020450994153,2020,450994153,1,2,2,2,31,6,3,0,0,1,0,0,9,9,E01030366,3,1,0,1,-1
2020552000912,2020,552000912,2,7,2,2,10,2,3,0,0,2,0,0,9,5,E01020536,-1,0,0.07292,0.92708,-1
2020470965111,2020,470965111,1,1,1,1,36,7,2,0,0,0,0,0,19,9,E01021053,7,1,1,0,-1
2020160965311,2020,160965311,1,1,2,2,60,9,3,0,0,0,0,0,98,1,E01012880,3,1,0,1,-1
2020990921333,2020,990921333,1,1,3,2,70,10,2,1,3,0,0,0,0,9,-1,6,1,1,0,-1
2020010283087,2020,010283087,1,2,2,-1,-1,-1,3,0,0,1,0,0,9,-1,-1,-1,0,0,1,-1
2020320037244,2020,320037244,1,1,1,2,35,6,3,0,0,0,0,0,9,7,E01026199,-1,0,0.04854,0.95146,-1
2020420988808,2020,420988808,1,1,2,2,19,4,2,0,0,1,0,0,9,6,E01022053,6,1,1,0,-1
2020470923259,2020,470923259,1,1,1,2,23,5,3,0,0,0,0,0,9,9,E01031612,3,1,0,1,-1
202060Y112022,2020,60Y112022,1,1,2,1,34,6,2,0,0,2,0,0,9,-1,-1,-1,0,1,0,-1
2020010233298,2020,010233298,1,1,3,1,18,4,3,9,9,0,0,0,0,4,E01001939,-1,0,0,1,-1
2020052001999,2020,052001999,2,2,2,2,22,5,3,0,0,1,0,0,9,1,E01006698,-1,0,0.00499,0.99501,-1
2020470986394,2020,470986394,1,1,2,2,7,2,3,0,0,0,1,0,11,-1,-1,3,1,0,1,-1
2020420920732,2020,420920732,2,1,1,1,53,8,3,0,0,0,0,0,1,8,E01021583,3,1,0,1,-1
2020430024039,2020,430024039,2,1,1,1,42,7,3,0,0,0,0,0,1,9,E01028469,-1,0,0.0349,0.9651,-1
2020010229477,2020,010229477,1,1,1,1,30,6,3,0,0,0,0,0,9,4,E01003561,-1,0,0,1,-1
2020440014004,2020,440014004,2,4,2,2,60,9,3,0,0,1,0,0,9,9,E01022469,-1,0,0.05847,0.94153,-1
2020010264323,2020,010264323,2,2,1,1,79,11,3,0,0,0,0,0,9,3,E01023294,-1,0,0,1,-1
2020450988479,2020,450988479,1,1,1,2,83,11,3,0,0,0,0,0,9,10,E01030967,3,1,0,1,-1
2020460964808,2020,460964808,1,2,2,1,46,8,2,0,0,1,0,0,9,9,E01024827,7,1,1,0,-1
2020990983061,2020,990983061,2,2,1,1,47,8,3,0,0,0,0,0,9,6,-1,3,1,0,1,-1
202063D047220,2020,63D047220,1,1,1,1,22,5,2,0,0,0,0,0,19,1,E01009514,-1,0,1,0,-1
2020040984863,2020,040984863,1,2,2,2,26,6,3,0,0,1,0,0,9,7,E01025361,3,1,0,1,-1
2020010253581,2020,010253581,1,1,1,2,29,6,2,0,0,0,0,0,1,2,E01001862,-1,0,1,0,-1
2020520100574,2020,520100574,2,1,1,1,86,11,3,0,0,0,0,0,1,2,E01029042,-1,0,0.13279,0.86721,-1
2020010269720,2020,010269720,1,1,1,1,26,6,3,0,0,0,0,0,3,5,E01004374,-1,0,0,1,-1
2020010255886,2020,010255886,2,1,1,1,28,6,3,0,0,0,0,0,9,3,E01000137,-1,0,0,1,-1
2020010268787,2020,010268787,1,2,2,-1,-1,-1,3,0,0,1,0,0,9,4,E01032773,-1,0,0,1,-1
2020040934773,2020,040934773,1,2,2,2,89,11,3,0,0,1,0,0,9,10,E01025332,3,1,0,1,-1
2020200956382,2020,200956382,1,1,1,1,20,4,3,0,0,0,0,0,98,1,E01009372,3,1,0,1,-1
2020010259904,2020,010259904,1,1,3,2,12,3,2,8,1,0,0,0,0,1,E01004309,-1,0,1,0,-1
2020122000831,2020,122000831,2,1,1,2,42,7,3,0,0,0,0,0,1,6,E01013418,-1,0,0.10822,0.89178,-1
2020160952975,2020,160952975,2,1,1,1,10,2,2,0,0,0,0,0,1,2,E01013237,5,1,1,0,-1
2020430104127,2020,430104127,2,1,1,1,46,8,3,0,0,0,0,0,1,9,E01028660,-1,0,0.12913,0.87087,-1
2020410946467,2020,410946467,1,1,1,1,84,11,3,0,0,0,0,0,9,7,E01023739,3,1,0,1,-1
20201371P1675,2020,1371P1675,1,2,2,2,17,4,3,0,0,1,0,0,9,4,E01010798,-1,0,0.04164,0.95836,-1
2020420964550,2020,420964550,2,2,2,2,42,7,3,0,0,1,0,0,9,4,E01003661,3,1,0,1,-1
2020460925430,2020,460925430,2,1,1,1,22,5,3,0,0,0,0,0,9,3,E01024103,3,1,0,1,-1
2020460934009,2020,460934009,2,2,2,1,16,4,3,0,0,2,0,0,9,10,E01023996,3,1,0,1,-1
2020470990134,2020,470990134,1,1,1,1,55,8,3,0,0,0,0,0,9,9,E01032860,3,1,0,1,-1
2020010288563,2020,010288563,2,1,1,2,36,7,3,0,0,0,0,0,1,4,E01001085,-1,0,0,1,-1
2020010279874,2020,010279874,1,2,2,2,16,4,3,0,0,1,0,0,9,1,E01004248,-1,0,0,1,-1
2020440030186,2020,440030186,1,1,1,1,25,5,3,0,0,0,0,0,9,4,E01017306,-1,0,0.09724,0.90276,-1
2020430015527,2020,430015527,2,1,1,1,34,6,3,0,0,0,0,0,1,-1,-1,-1,0,0.07513,0.92487,-1
2020450950185,2020,450950185,2,1,1,1,56,9,3,0,0,0,0,0,1,9,E01031592,3,1,0,1,-1
202063D003120,2020,63D003120,1,1,3,2,55,8,3,6,9,0,0,0,0,7,W01000470,-1,0,0.06282,0.93718,-1
2020010243754,2020,010243754,1,1,1,1,44,7,2,0,0,0,0,0,5,8,E01003873,-1,0,1,0,-1
2020010256649,2020,010256649,1,1,1,2,43,7,3,0,0,0,0,0,9,8,E01030698,-1,0,0,1,-1
2020100920467,2020,100920467,4,3,1,1,65,9,3,0,0,0,0,0,9,5,E01027441,3,1,0,1,-1
2020410941494,2020,410941494,2,2,1,2,23,5,3,0,0,0,0,0,9,7,E01023760,3,1,0,1,-1
2020010259729,2020,010259729,1,1,1,1,30,6,3,0,0,0,0,0,3,1,E01004206,-1,0,0,1,-1
2020350948532,2020,350948532,1,1,3,1,35,6,2,8,3,0,0,0,0,1,E01018108,6,1,1,0,-1
2020010270182,2020,010270182,1,1,3,2,64,9,2,6,9,0,0,0,0,6,E01001272,-1,0,1,0,-1
2020991004865,2020,991004865,2,1,1,2,27,6,2,0,0,0,0,0,4,7,-1,7,1,1,0,-1
2020030983337,2020,030983337,1,1,1,1,56,9,3,0,0,0,0,0,9,9,E01019195,3,1,0,1,-1
2020052100339,2020,052100339,2,1,1,1,48,8,3,0,0,0,0,0,9,5,E01006387,-1,0,0.03827,0.96173,-1
2020070706261,2020,070706261,1,1,1,1,33,6,2,0,0,0,0,0,9,5,E01018504,-1,0,1,0,-1
2020140946830,2020,140946830,1,1,1,1,19,4,3,0,0,0,0,0,9,6,E01019445,3,1,0,1,-1
2020350990230,2020,350990230,2,2,1,1,29,6,2,0,0,0,0,0,9,5,E01033454,7,1,1,0,-1
2020990917564,2020,990917564,1,1,1,2,19,4,2,0,0,0,0,0,9,5,-1,6,1,1,0,-1
202063A085320,2020,63A085320,2,1,1,1,70,10,3,0,0,0,0,0,90,7,W01000731,-1,0,0.14971,0.85029,-1
2020010271038,2020,010271038,2,1,1,1,30,6,3,0,0,0,0,0,3,3,E01003491,-1,0,0,1,-1
2020040934517,2020,040934517,2,1,1,2,41,7,3,0,0,0,0,0,9,4,E01025213,3,1,0,1,-1
2020010234136,2020,010234136,2,1,1,2,50,8,3,0,0,0,0,0,9,8,E01003807,-1,0,0,1,-1
2020010271723,2020,010271723,1,1,1,2,23,5,3,0,0,0,0,0,9,5,E01021522,-1,0,0,1,-1
2020100934163,2020,100934163,2,1,1,2,45,7,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020430272494,2020,430272494,1,1,2,2,3,1,3,0,0,2,0,0,9,3,E01016459,-1,0,0.0739,0.9261,-1
20201374S0862,2020,1374S0862,2,1,1,1,26,6,3,0,0,0,0,0,9,3,E01011028,-1,0,0.01635,0.98365,-1
20201376H0155,2020,1376H0155,1,1,1,1,29,6,2,0,0,0,0,0,9,5,E01008788,-1,0,1,0,-1
2020160954259,2020,160954259,2,1,1,2,37,7,3,0,0,0,0,0,1,1,E01013159,3,1,0,1,-1
2020010273404,2020,010273404,1,1,1,2,35,6,3,0,0,0,0,0,1,8,E01030505,-1,0,0,1,-1
2020010277165,2020,010277165,1,1,1,1,31,6,3,0,0,0,0,0,8,2,E01003591,-1,0,0,1,-1
202006A269517,2020,06A269517,1,1,1,1,41,7,3,0,0,0,0,0,9,1,E01005130,-1,0,0.06062,0.93938,-1
2020122100077,2020,122100077,2,1,1,2,58,9,3,0,0,0,0,0,9,6,E01013023,-1,0,0.04396,0.95604,-1
2020200921622,2020,200921622,1,3,2,1,39,7,3,0,0,1,0,0,9,3,E01010451,3,1,0,1,-1
2020200991046,2020,200991046,1,1,1,1,43,7,3,0,0,0,0,0,9,1,E01033639,3,1,0,1,-1
2020040998749,2020,040998749,1,1,1,1,41,7,3,0,0,0,0,0,9,1,E01012673,3,1,0,1,-1
2020332000592,2020,332000592,1,1,1,2,50,8,3,0,0,0,0,0,9,6,E01013609,-1,0,0.00566,0.99434,-1
2020010238035,2020,010238035,1,1,1,1,23,5,2,0,0,0,0,0,3,7,E01021765,-1,0,1,0,-1
2020461012413,2020,461012413,1,1,1,1,16,4,3,0,0,0,0,0,2,7,E01032619,3,1,0,1,-1
2020450943985,2020,450943985,1,1,1,1,57,9,2,0,0,0,0,0,5,6,E01030633,7,1,1,0,-1
2020420928591,2020,420928591,1,1,1,1,68,10,3,0,0,0,0,0,19,3,E01021713,3,1,0,1,-1
202006J171226,2020,06J171226,1,1,1,2,36,7,3,0,0,0,0,0,1,1,E01005874,-1,0,0.20751,0.79249,-1
202031B140520,2020,31B140520,2,1,1,1,61,9,3,0,0,0,0,0,1,5,E01027947,-1,0,0.21042,0.78958,-1
2020010263870,2020,010263870,1,1,1,1,36,7,3,0,0,0,0,0,3,3,E01001809,-1,0,0,1,-1
2020010241040,2020,010241040,1,1,1,2,35,6,3,0,0,0,0,0,9,2,E01003299,-1,0,0,1,-1
2020991003771,2020,991003771,1,1,1,2,51,8,2,0,0,0,0,0,9,7,-1,7,1,1,0,-1
2020360940830,2020,360940830,2,1,1,1,49,8,3,0,0,0,0,0,1,8,E01026857,3,1,0,1,-1
2020622000406,2020,622000406,2,2,1,1,36,7,3,0,0,0,0,0,1,1,W01001694,-1,0,0.07521,0.92479,-1
2020221001037,2020,221001037,2,1,1,1,42,7,2,0,0,0,0,0,1,2,E01014074,6,1,1,0,-1
2020010254211,2020,010254211,1,1,1,1,21,5,3,0,0,0,0,0,9,1,E01000524,-1,0,0,1,-1
2020430081831,2020,430081831,1,1,3,1,30,6,3,5,1,0,0,0,0,9,E01016330,-1,0,0.04949,0.95051,-1
2020470993608,2020,470993608,1,1,3,1,86,11,2,5,3,0,0,0,0,8,E01031821,5,1,1,0,-1
2020320247917,2020,320247917,1,1,1,2,47,8,2,0,0,0,0,0,1,7,E01026397,-1,0,1,0,-1
2020010237448,2020,010237448,2,1,1,1,32,6,3,0,0,0,0,0,3,2,E01003523,-1,0,0,1,-1
2020140947386,2020,140947386,2,1,2,2,-1,-1,3,0,0,2,0,0,8,1,E01007739,3,1,0,1,-1
2020010257968,2020,010257968,2,1,1,1,30,6,3,0,0,0,0,0,4,1,E01002089,-1,0,0,1,-1
2020041002371,2020,041002371,1,3,1,1,22,5,3,0,0,0,0,0,9,9,E01027558,3,1,0,1,-1
2020990923365,2020,990923365,2,1,2,2,42,7,3,0,0,1,0,0,9,4,-1,3,1,0,1,-1
2020990965612,2020,990965612,1,1,1,1,81,11,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
202006K275575,2020,06K275575,2,1,1,1,72,10,3,0,0,0,0,0,1,5,E01004890,-1,0,0.18014,0.81986,-1
2020122001327,2020,122001327,2,1,1,2,-1,-1,3,0,0,0,0,0,1,2,E01027812,-1,0,0.04537,0.95463,-1
2020111001010,2020,111001010,2,1,1,2,23,5,3,0,0,0,0,0,9,1,E01020765,3,1,0,1,-1
2020200995349,2020,200995349,1,2,2,1,29,6,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2020350946819,2020,350946819,1,1,1,1,29,6,2,0,0,0,0,0,19,4,E01026659,5,1,1,0,-1
2020010240864,2020,010240864,1,1,1,2,27,6,3,0,0,0,0,0,9,3,E01001175,-1,0,0,1,-1
2020360951189,2020,360951189,2,1,1,1,35,6,3,0,0,0,0,0,9,6,E01026331,3,1,0,1,-1
2020420928384,2020,420928384,3,2,2,1,5,1,3,0,0,2,0,0,9,8,E01021604,3,1,0,1,-1
2020460968639,2020,460968639,1,1,1,2,20,4,2,0,0,0,0,0,9,6,E01024432,7,1,1,0,-1
2020460979177,2020,460979177,1,1,1,1,57,9,3,0,0,0,0,0,9,8,E01024057,3,1,0,1,-1
2020990926468,2020,990926468,1,1,1,1,63,9,3,0,0,0,0,0,9,3,-1,3,1,0,1,-1
2020450958685,2020,450958685,1,1,1,2,50,8,3,0,0,0,0,0,1,8,E01030592,3,1,0,1,-1
2020010242163,2020,010242163,1,1,3,2,22,5,3,8,1,0,0,0,0,2,E01001696,-1,0,0,1,-1
2020332000806,2020,332000806,1,1,3,2,31,6,3,1,1,0,0,0,0,1,E01013754,-1,0,0.05426,0.94574,-1
202031B110620,2020,31B110620,1,1,1,1,44,7,3,0,0,0,0,0,1,3,E01028014,-1,0,0.23672,0.76328,-1
2020122000182,2020,122000182,2,4,2,1,4,1,3,0,0,2,0,0,9,8,E01027875,-1,0,0.0429,0.9571,-1
2020140968536,2020,140968536,1,1,1,1,70,10,3,0,0,0,0,0,9,9,E01007956,3,1,0,1,-1
2020501017141,2020,501017141,1,2,2,1,19,4,3,0,0,-1,0,0,9,4,E01020135,3,1,0,1,-1
202006F171483,2020,06F171483,1,1,3,2,2,1,3,5,3,0,0,0,0,1,E01005664,-1,0,0.17561,0.82439,-1
2020420992648,2020,420992648,1,1,3,1,19,4,3,1,3,0,0,0,0,2,E01015900,3,1,0,1,-1
2020010259425,2020,010259425,1,1,1,1,32,6,2,0,0,0,0,0,9,8,E01030393,-1,0,1,0,-1
2020140928824,2020,140928824,1,1,2,2,20,4,2,0,0,2,0,0,9,1,E01033271,7,1,1,0,-1
2020200989415,2020,200989415,2,2,1,2,37,7,3,0,0,0,0,0,9,4,E01010254,3,1,0,1,-1
2020440200272,2020,440200272,2,2,2,1,52,8,2,0,0,2,0,0,9,7,E01022777,-1,0,1,0,-1
2020340N00102,2020,340N00102,1,1,3,2,19,4,2,5,1,0,0,0,0,-1,-1,-1,0,1,0,-1
2020542218620,2020,542218620,1,1,3,2,56,9,3,5,2,0,0,0,0,9,E01015535,-1,0,0.03977,0.96023,-1
2020010286763,2020,010286763,2,2,1,2,22,5,3,0,0,0,0,0,9,6,E01002531,-1,0,0,1,-1
202006G177403,2020,06G177403,2,3,2,2,58,9,3,0,0,1,0,0,9,2,E01006036,-1,0,0.07415,0.92585,-1
2020010257667,2020,010257667,1,1,1,1,28,6,3,0,0,0,0,0,3,3,E01003135,-1,0,0,1,-1
2020010268013,2020,010268013,1,1,1,2,66,10,3,0,0,0,0,0,9,3,E01004452,-1,0,0,1,-1
2020332000312,2020,332000312,2,2,2,1,31,6,3,0,0,1,0,0,9,6,E01025756,-1,0,0.02071,0.97929,-1
2020360940183,2020,360940183,4,1,1,2,31,6,3,0,0,0,0,0,9,5,E01026730,3,1,0,1,-1
2020420952494,2020,420952494,2,5,2,1,1,1,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2020430415216,2020,430415216,1,1,3,2,16,4,3,5,4,0,0,0,0,10,E01017664,-1,0,0.09997,0.90003,-1
202031C067120,2020,31C067120,2,1,1,2,34,6,2,0,0,0,0,0,1,2,E01013972,-1,0,1,0,-1
2020200959277,2020,200959277,1,3,2,1,21,5,3,0,0,1,0,0,9,3,E01009448,3,1,0,1,-1
2020320011956,2020,320011956,1,1,1,1,65,9,3,0,0,0,0,0,9,6,E01026040,-1,0,0.0857,0.9143,-1
2020500993759,2020,500993759,2,3,1,2,35,6,3,0,0,0,0,0,9,1,E01015144,3,1,0,1,-1
2020990976928,2020,990976928,1,4,1,1,50,8,2,0,0,0,0,0,9,6,-1,7,1,1,0,-1
202031A138220,2020,31A138220,1,1,2,2,69,10,3,0,0,0,4,0,11,2,E01028245,-1,0,0.02102,0.97898,-1
2020990924033,2020,990924033,2,1,1,1,29,6,3,0,0,0,0,0,1,8,-1,3,1,0,1,-1
2020450953059,2020,450953059,1,1,1,1,19,4,3,0,0,0,0,0,3,6,E01031770,3,1,0,1,-1
2020522004613,2020,522004613,2,2,1,1,35,6,3,0,0,0,0,0,3,3,E01014644,-1,0,0.05835,0.94165,-1
2020010247902,2020,010247902,1,1,1,2,79,11,3,0,0,0,0,0,9,-1,-1,-1,0,0,1,-1
2020332001007,2020,332001007,1,1,1,2,47,8,2,0,0,0,0,0,9,3,E01025852,-1,0,1,0,-1
2020010279424,2020,010279424,1,2,1,2,22,5,3,0,0,0,0,0,9,5,E01003547,-1,0,0,1,-1
2020070437890,2020,070437890,1,1,1,2,23,5,3,0,0,0,0,0,9,1,E01006547,-1,0,0.0291,0.9709,-1
2020122001053,2020,122001053,2,1,2,2,51,8,3,0,0,2,0,0,9,8,E01027896,-1,0,0.01785,0.98215,-1
202031D002920,2020,31D002920,1,1,1,2,80,11,3,0,0,0,0,0,9,10,E01028364,-1,0,0.08475,0.91525,-1
2020370941372,2020,370941372,2,1,1,2,26,6,3,0,0,0,0,0,9,4,E01030022,3,1,0,1,-1
2020990970208,2020,990970208,1,1,1,2,55,8,3,0,0,0,0,0,9,5,-1,3,1,0,1,-1
2020200939717,2020,200939717,2,1,1,1,18,4,3,0,0,0,0,0,1,2,E01031097,3,1,0,1,-1
2020340W02962,2020,340W02962,1,1,1,1,35,6,3,0,0,0,0,0,1,-1,-1,-1,0,0.15236,0.84764,-1
202006A169448,2020,06A169448,2,2,2,2,29,6,3,0,0,1,0,0,9,-1,-1,-1,0,0.02181,0.97819,-1
2020201020487,2020,201020487,1,2,1,1,17,4,3,0,0,0,0,0,9,1,E01008929,3,1,0,1,-1
2020320195427,2020,320195427,1,1,1,1,81,11,1,0,0,0,0,0,9,5,E01026201,-1,0,0,0,-1
2020052000588,2020,052000588,2,1,1,1,54,8,3,0,0,0,0,0,1,2,E01006744,-1,0,0.06955,0.93045,-1
2020350979404,2020,350979404,1,1,1,2,59,9,3,0,0,0,0,0,9,9,E01018032,3,1,0,1,-1
2020370979338,2020,370979338,2,1,1,2,59,9,3,0,0,0,0,0,9,9,E01022099,3,1,0,1,-1
2020990994092,2020,990994092,1,1,2,2,60,9,3,0,0,0,4,0,11,1,-1,3,1,0,1,-1
2020010239141,2020,010239141,1,3,2,1,28,6,3,0,0,1,0,0,9,-1,-1,-1,0,0,1,-1
2020010275992,2020,010275992,1,1,1,2,60,9,3,0,0,0,0,0,9,4,E01001041,-1,0,0,1,-1
2020230925243,2020,230925243,2,1,1,1,82,11,2,0,0,0,0,0,9,10,E01031232,6,1,1,0,-1
2020470943841,2020,470943841,1,1,3,1,30,6,3,7,3,0,0,0,0,9,E01021208,3,1,0,1,-1
2020440315691,2020,440315691,1,1,1,1,50,8,3,0,0,0,0,0,19,4,E01017233,-1,0,0.08883,0.91117,-1
2020010247507,2020,010247507,1,1,3,2,41,7,3,9,9,0,0,0,0,3,E01003073,-1,0,0,1,-1
20201378O0985,2020,1378O0985,1,1,3,2,80,11,3,5,3,0,0,0,0,1,E01011791,-1,0,0.14541,0.85459,-1
2020450954838,2020,450954838,2,1,1,1,32,6,3,0,0,0,0,0,1,10,E01030899,3,1,0,1,-1
2020010248374,2020,010248374,2,2,1,2,48,8,3,0,0,0,0,0,9,4,E01002596,-1,0,0,1,-1
2020160945591,2020,160945591,1,1,1,1,78,11,3,0,0,0,0,0,9,9,E01013120,3,1,0,1,-1
202031A133920,2020,31A133920,2,1,1,2,43,7,3,0,0,0,0,0,9,9,E01027992,-1,0,0.03386,0.96614,-1
2020340D07782,2020,340D07782,2,1,1,2,52,8,3,0,0,0,0,0,9,-1,-1,-1,0,0.05572,0.94428,-1
2020030981241,2020,030981241,2,3,2,1,26,6,3,0,0,0,0,0,19,8,E01019367,3,1,0,1,-1
2020041006019,2020,041006019,2,1,2,1,19,4,3,0,0,0,0,0,19,1,E01025570,3,1,0,1,-1
2020010257447,2020,010257447,1,1,1,1,51,8,3,0,0,0,0,0,1,5,E01000854,-1,0,0,1,-1
20201371G1369,2020,1371G1369,2,1,1,1,48,8,3,0,0,0,0,0,1,5,E01010795,-1,0,0.14379,0.85621,-1
2020161010361,2020,161010361,2,5,2,2,56,9,3,0,0,2,0,0,8,1,E01007628,3,1,0,1,-1
2020010262226,2020,010262226,1,1,2,2,31,6,3,0,0,1,0,0,9,2,E01003238,-1,0,0,1,-1
2020430256121,2020,430256121,1,1,1,2,45,7,3,0,0,0,0,0,9,10,E01017939,-1,0,0.00601,0.99399,-1
202006Q176642,2020,06Q176642,1,3,2,2,16,4,3,0,0,2,0,0,9,3,E01005435,-1,0,0.07043,0.92957,-1
2020122000596,2020,122000596,1,1,1,2,31,6,3,0,0,0,0,0,9,2,E01027850,-1,0,0.03482,0.96518,-1
2020201002153,2020,201002153,2,1,1,2,-1,-1,3,0,0,0,0,0,9,1,E01010462,3,1,0,1,-1
2020990959094,2020,990959094,2,1,1,1,20,4,3,0,0,0,0,0,9,10,-1,3,1,0,1,-1
2020070557997,2020,070557997,2,1,1,1,63,9,3,0,0,0,0,0,1,3,E01012369,-1,0,0.05855,0.94145,-1
2020320472850,2020,320472850,2,1,1,1,72,10,2,0,0,0,0,0,5,3,E01026056,-1,0,1,0,-1
2020010254090,2020,010254090,1,1,2,2,23,5,3,0,0,1,0,0,9,2,E01000083,-1,0,0,1,-1
2020200981765,2020,200981765,2,1,2,2,2,1,3,0,0,2,0,0,9,6,E01010035,3,1,0,1,-1
2020141009446,2020,141009446,1,1,3,2,16,4,2,1,9,0,0,0,0,3,E01007637,7,1,1,0,-1
2020010273486,2020,010273486,2,1,1,1,45,7,3,0,0,0,0,0,3,6,E01000365,-1,0,0,1,-1
2020340D80072,2020,340D80072,1,2,1,1,35,6,3,0,0,0,0,0,9,-1,-1,-1,0,0.10742,0.89258,-1
2020440448610,2020,440448610,2,1,2,2,20,4,2,0,0,1,0,0,9,10,E01023269,-1,0,1,0,-1
2020010244033,2020,010244033,2,1,1,2,56,9,3,0,0,0,0,0,1,6,E01001251,-1,0,0,1,-1
2020010265978,2020,010265978,2,1,1,2,30,6,3,0,0,0,0,0,1,2,E01033085,-1,0,0,1,-1
2020990997335,2020,990997335,1,1,1,1,33,6,3,0,0,0,0,0,3,4,-1,3,1,0,1,-1
2020070228414,2020,070228414,2,1,1,2,36,7,3,0,0,0,0,0,9,2,E01012525,-1,0,0.00617,0.99383,-1
2020450939907,2020,450939907,2,1,1,1,29,6,3,0,0,0,0,0,9,6,E01031468,3,1,0,1,-1
2020470920579,2020,470920579,1,1,1,2,36,7,3,0,0,0,0,0,9,10,E01021218,3,1,0,1,-1
20201379G1687,2020,1379G1687,1,1,3,2,64,9,2,9,5,0,0,0,0,7,E01011127,-1,0,1,0,-1
2020010231159,2020,010231159,1,1,1,1,25,5,3,0,0,0,0,0,3,5,E01004646,-1,0,0,1,-1
2020100981548,2020,100981548,1,2,1,2,44,7,3,0,0,0,0,0,9,6,E01008268,3,1,0,1,-1
2020137C41306,2020,137C41306,1,2,2,1,46,8,3,0,0,1,0,0,9,1,E01007913,-1,0,0.06752,0.93248,-1
2020332001021,2020,332001021,1,4,2,1,18,4,3,0,0,2,0,0,9,7,E01025647,-1,0,0.04854,0.95146,-1
2020101002712,2020,101002712,1,1,3,1,11,3,3,1,3,0,0,0,0,2,E01008300,3,1,0,1,-1
2020070551187,2020,070551187,2,1,1,1,42,7,3,0,0,0,0,0,1,6,E01018425,-1,0,0.04806,0.95194,-1
2020010246493,2020,010246493,1,1,3,1,32,6,3,5,9,0,0,0,0,-1,-1,-1,0,0,1,-1
2020360944491,2020,360944491,1,1,3,1,49,8,3,6,9,0,0,0,0,2,E01026716,3,1,0,1,-1
2020990983800,2020,990983800,2,1,1,1,59,9,3,0,0,0,0,0,1,6,-1,3,1,0,1,-1
2020010279283,2020,010279283,1,1,1,1,47,8,3,0,0,0,0,0,9,3,E01003972,-1,0,0,1,-1
2020010283236,2020,010283236,1,1,1,1,53,8,3,0,0,0,0,0,9,-1,-1,-1,0,0,1,-1
202031B093820,2020,31B093820,2,1,1,1,42,7,3,0,0,0,0,0,9,3,E01028019,-1,0,0.02919,0.97081,-1
2020420920989,2020,420920989,2,1,1,2,21,5,3,0,0,0,0,0,9,3,E01021269,3,1,0,1,-1
2020430201071,2020,430201071,1,1,1,1,31,6,2,0,0,0,0,0,9,9,E01016543,-1,0,1,0,-1
202031C168820,2020,31C168820,1,1,3,1,35,6,3,1,1,0,0,0,0,3,E01013874,-1,0,0.14177,0.85823,-1
2020410991334,2020,410991334,1,1,1,1,36,7,3,0,0,0,0,0,4,4,E01023333,3,1,0,1,-1
2020440280791,2020,440280791,1,1,1,1,28,6,3,0,0,0,0,0,4,4,E01031859,-1,0,0.15102,0.84898,-1
2020990918096,2020,990918096,1,1,3,2,69,10,2,6,5,0,0,0,0,5,-1,6,1,1,0,-1
2020350973772,2020,350973772,2,1,1,2,26,6,3,0,0,0,0,0,1,8,E01017984,3,1,0,1,-1
2020010281300,2020,010281300,2,1,1,2,27,6,3,0,0,0,0,0,3,-1,-1,-1,0,0,1,-1
2020200940635,2020,200940635,2,1,2,2,49,8,3,0,0,1,0,0,9,6,E01023855,3,1,0,1,-1
2020361008354,2020,361008354,3,1,2,2,60,9,3,0,0,1,0,0,9,3,E01026786,3,1,0,1,-1
2020541684420,2020,541684420,1,1,1,1,60,9,3,0,0,0,0,0,9,6,E01031845,-1,0,0.04942,0.95058,-1
2020010234031,2020,010234031,1,1,3,1,25,5,3,1,3,0,0,0,0,3,E01001045,-1,0,0,1,-1
2020010266681,2020,010266681,1,1,1,2,22,5,3,0,0,0,0,0,1,4,E01003118,-1,0,0,1,-1
2020010271067,2020,010271067,2,1,1,1,29,6,3,0,0,0,0,0,1,6,E01004146,-1,0,0,1,-1
2020010255984,2020,010255984,2,1,1,1,25,5,3,0,0,0,0,0,3,2,E01004010,-1,0,0,1,-1
2020010269077,2020,010269077,2,1,1,1,45,7,3,0,0,0,0,0,3,2,E01003987,-1,0,0,1,-1
2020010279421,2020,010279421,1,1,3,1,34,6,3,5,3,0,0,0,0,2,E01033726,-1,0,0,1,-1
2020100950158,2020,100950158,1,1,1,1,52,8,3,0,0,0,0,0,1,5,E01008879,3,1,0,1,-1
2020450960718,2020,450960718,1,1,1,1,74,10,2,0,0,0,0,0,1,10,E01030403,7,1,1,0,-1
